,Unnamed: 0,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Y,RAM latency,% defective devices (from 1000 pc),QDR benchamrk
5548,5548,Acer,Intel i7,16,1TB SSD,Integrated,17.3,1366x768,8.0,1.65,FreeDOS,881.22,6.8,10.1,1314.0
5549,5549,Apple,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,15.6,1366x768,8.9,3.15,FreeDOS,947.6,6.9,8.57,1404.0
5550,5550,Microsoft,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,5.6,2.9,Linux,1781.83,7.5,14.03,467.0
5551,5551,Razer,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,9.3,3.33,FreeDOS,1724.55,7.5,5.89,1140.0
5552,5552,Acer,AMD Ryzen 3,16,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,8.6,2.11,Windows,1668.76,7.4,13.73,1259.0
5553,5553,Dell,Intel i3,64,2TB SSD,Integrated,13.3,2560x1440,10.5,1.39,Linux,1646.31,7.4,9.52,1476.0
5554,5554,Microsoft,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 3060,17.3,1366x768,11.6,3.46,Windows,1873.04,7.5,14.3,1586.0
5555,5555,Asus,Intel i9,4,1TB SSD,Nvidia RTX 3060,13.3,2560x1440,6.9,2.26,FreeDOS,1930.75,7.6,10.99,1120.0
5556,5556,Apple,Intel i3,16,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,7.2,3.44,Linux,2007.71,7.6,4.01,1245.0
5557,5557,HP,Intel i5,4,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,6.6,2.49,FreeDOS,1261.94,7.1,8.1,1338.0
5558,5558,Dell,Intel i5,8,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,8.8,2.25,FreeDOS,889.62,6.8,4.54,1371.0
5559,5559,Asus,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6600,17.3,1366x768,6.1,2.57,Windows,2287.22,7.7,10.62,1321.0
5560,5560,Lenovo,Intel i3,32,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,8.3,2.67,FreeDOS,1332.1,7.2,7.51,1904.0
5561,5561,MSI,Intel i3,32,2TB SSD,Integrated,17.3,1920x1080,6.6,1.21,macOS,1343.85,7.2,10.83,208.0
5562,5562,Microsoft,Intel i7,4,1TB HDD,Nvidia RTX 2060,14.0,1366x768,6.6,1.4,Linux,870.36,6.8,11.46,666.0
5563,5563,MSI,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3080,17.3,2560x1440,7.0,1.97,FreeDOS,1094.9,7.0,13.16,1269.0
5564,5564,Dell,Intel i3,8,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,5.0,2.51,FreeDOS,1090.65,7.0,10.51,961.0
5565,5565,Dell,Intel i7,4,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,9.0,2.86,FreeDOS,903.44,6.8,8.62,1189.0
5566,5566,HP,Intel i9,4,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,11.1,3.05,Windows,1289.75,7.2,8.17,1401.0
5567,5567,Microsoft,AMD Ryzen 7,64,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,8.3,2.17,Windows,2634.09,7.9,10.91,1527.0
5568,5568,Asus,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 2060,15.6,3840x2160,11.5,1.74,Linux,2425.35,7.8,12.34,1413.0
5569,5569,Samsung,Intel i7,32,512GB SSD,Integrated,17.3,1920x1080,4.9,2.06,Windows,1383.69,7.2,12.42,1096.0
5570,5570,Dell,Intel i5,64,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,7.3,2.45,macOS,3664.29,8.2,12.39,1259.0
5571,5571,Microsoft,Intel i3,8,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,7.3,3.43,Windows,644.9,6.5,11.38,944.0
5572,5572,Dell,Intel i9,32,1TB HDD,Nvidia RTX 2060,13.3,2560x1440,8.9,2.01,Linux,2862.52,8.0,8.95,756.0
5573,5573,Lenovo,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 3060,16.0,1366x768,8.9,1.36,macOS,1014.04,6.9,8.08,879.0
5574,5574,Acer,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,6.9,2.0,macOS,1794.21,7.5,15.47,1704.0
5575,5575,HP,Intel i3,32,1TB HDD,Integrated,17.3,3840x2160,9.9,2.33,macOS,1492.1,7.3,2.6,1544.0
5576,5576,Asus,Intel i7,16,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,11.1,1.55,macOS,2861.5,8.0,13.72,926.0
5577,5577,Lenovo,Intel i9,32,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,9.3,1.82,FreeDOS,2254.51,7.7,12.24,314.0
5578,5578,Samsung,Intel i5,8,512GB SSD,Nvidia RTX 3080,17.3,2560x1440,10.8,3.15,Windows,1348.08,7.2,7.87,1400.0
5579,5579,Razer,Intel i9,32,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,5.3,1.89,Windows,3902.83,8.3,12.49,500.0
5580,5580,Apple,Intel i3,4,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,5.1,2.39,FreeDOS,1479.44,7.3,11.95,1693.0
5581,5581,Samsung,Intel i9,4,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,4.7,1.48,Linux,1561.3,7.4,8.29,811.0
5582,5582,Microsoft,Intel i9,16,512GB SSD,Nvidia GTX 1650,13.3,1366x768,10.8,2.37,Linux,1698.93,7.4,2.56,903.0
5583,5583,Asus,AMD Ryzen 5,8,512GB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.9,2.14,macOS,1699.17,7.4,8.62,1367.0
5584,5584,Asus,Intel i9,4,1TB HDD,Nvidia RTX 3060,16.0,1366x768,10.5,2.21,FreeDOS,1127.09,7.0,8.34,1354.0
5585,5585,Microsoft,Intel i3,64,512GB SSD,Integrated,17.3,3840x2160,11.9,2.05,Linux,2455.86,7.8,12.11,835.0
5586,5586,Acer,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,6.0,1.45,Windows,1341.28,7.2,14.33,404.0
5587,5587,Razer,Intel i9,16,1TB HDD,Nvidia RTX 2060,15.6,1920x1080,7.6,2.17,macOS,2690.42,7.9,12.67,1358.0
5588,5588,Acer,Intel i9,16,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,11.1,1.69,Windows,3222.38,8.1,11.53,1316.0
5589,5589,HP,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 3080,16.0,1366x768,5.3,1.45,Windows,1419.48,7.3,12.9,1061.0
5590,5590,Apple,Intel i7,64,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,11.7,1.4,FreeDOS,6070.79,8.7,10.67,1514.0
5591,5591,Acer,Intel i7,16,512GB SSD,Nvidia RTX 3060,16.0,1366x768,10.1,3.2,Windows,1518.81,7.3,9.03,1902.0
5592,5592,MSI,AMD Ryzen 3,16,256GB SSD,Integrated,17.3,2560x1440,7.1,1.85,FreeDOS,1324.6,7.2,9.04,1191.0
5593,5593,Samsung,Intel i7,4,1TB SSD,Nvidia RTX 3060,16.0,2560x1440,7.7,1.63,macOS,1539.62,7.3,13.94,1196.0
5594,5594,Samsung,Intel i7,64,1TB HDD,AMD Radeon RX 6600,17.3,2560x1440,6.9,2.41,FreeDOS,3528.56,8.2,8.56,1596.0
5595,5595,Razer,Intel i7,4,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,11.8,2.77,Windows,1912.14,7.6,6.97,87.0
5596,5596,Acer,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,11.8,1.69,Windows,738.68,6.6,11.75,759.0
5597,5597,Apple,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 3080,15.6,3840x2160,7.0,3.35,Linux,5258.16,8.6,7.57,1063.0
5598,5598,Razer,Intel i9,16,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,11.3,1.56,macOS,2964.82,8.0,8.64,1144.0
5599,5599,Asus,Intel i5,8,512GB SSD,Integrated,16.0,1366x768,4.8,1.59,macOS,732.66,6.6,6.27,1418.0
5600,5600,Acer,Intel i3,64,256GB SSD,Nvidia GTX 1650,16.0,3840x2160,9.3,2.81,Windows,3760.01,8.2,8.8,499.0
5601,5601,HP,AMD Ryzen 5,4,2TB SSD,AMD Radeon RX 6800,15.6,1366x768,10.2,3.11,macOS,990.72,6.9,14.11,1409.0
5602,5602,Asus,Intel i5,16,256GB SSD,Nvidia RTX 3060,13.3,3840x2160,11.7,1.52,FreeDOS,1870.97,7.5,11.65,839.0
5603,5603,Apple,Intel i3,16,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,6.1,1.36,FreeDOS,2281.56,7.7,8.91,1403.0
5604,5604,MSI,Intel i7,16,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,6.7,1.77,macOS,2377.03,7.8,10.29,1407.0
5605,5605,Lenovo,Intel i7,16,1TB SSD,Nvidia RTX 3080,15.6,1366x768,9.2,1.25,Linux,1362.93,7.2,6.07,569.0
5606,5606,Apple,Intel i3,32,256GB SSD,Integrated,17.3,3840x2160,5.8,1.27,FreeDOS,2435.52,7.8,9.54,1572.0
5607,5607,Apple,Intel i3,64,2TB SSD,Nvidia RTX 2060,16.0,1366x768,4.1,1.56,macOS,2736.0,7.9,9.14,1161.0
5608,5608,Lenovo,AMD Ryzen 7,64,1TB SSD,Nvidia GTX 1650,17.3,2560x1440,8.4,1.66,Linux,4131.46,8.3,11.17,1117.0
5609,5609,Asus,Intel i5,64,512GB SSD,Integrated,16.0,2560x1440,4.5,1.41,Linux,2251.28,7.7,12.53,1192.0
5610,5610,Microsoft,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,11.2,1.92,Linux,1327.36,7.2,11.26,1638.0
5611,5611,MSI,Intel i3,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,8.2,1.77,FreeDOS,1210.55,7.1,7.96,1625.0
5612,5612,Lenovo,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3060,14.0,1920x1080,4.1,2.18,FreeDOS,1229.82,7.1,7.65,1210.0
5613,5613,MSI,AMD Ryzen 5,16,1TB SSD,Integrated,15.6,2560x1440,8.8,2.25,Linux,1397.65,7.2,7.08,256.0
5614,5614,Razer,Intel i3,32,1TB HDD,Integrated,16.0,1366x768,7.7,1.91,FreeDOS,1020.64,6.9,6.06,1718.0
5615,5615,Razer,Intel i9,32,256GB SSD,AMD Radeon RX 6600,16.0,1366x768,4.7,1.92,Windows,3315.89,8.1,12.68,1937.0
5616,5616,Acer,Intel i5,4,1TB SSD,Integrated,14.0,1366x768,11.0,1.32,macOS,451.71,6.1,7.26,511.0
5617,5617,Samsung,Intel i9,4,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,10.2,3.02,macOS,1626.49,7.4,6.31,1479.0
5618,5618,HP,Intel i7,16,1TB SSD,Nvidia RTX 2060,13.3,1366x768,6.7,2.0,Linux,1361.72,7.2,12.24,1129.0
5619,5619,HP,Intel i5,16,512GB SSD,Integrated,15.6,2560x1440,8.2,2.56,FreeDOS,1038.28,6.9,13.62,1791.0
5620,5620,Acer,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3080,15.6,1366x768,4.6,3.36,Linux,688.33,6.5,7.49,1033.0
5621,5621,Razer,Intel i9,16,1TB HDD,Nvidia RTX 2060,16.0,3840x2160,9.5,2.09,Windows,4337.89,8.4,5.11,1897.0
5622,5622,Microsoft,Intel i7,8,256GB SSD,Nvidia GTX 1650,13.3,1920x1080,10.9,2.37,Linux,1391.28,7.2,3.39,1276.0
5623,5623,Razer,Intel i5,4,1TB SSD,AMD Radeon RX 6600,13.3,1920x1080,10.4,3.26,Linux,1371.39,7.2,10.42,1768.0
5624,5624,Samsung,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6800,13.3,3840x2160,6.4,2.06,FreeDOS,1970.24,7.6,16.71,920.0
5625,5625,Lenovo,Intel i5,16,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,9.4,1.36,Windows,1339.42,7.2,12.71,1462.0
5626,5626,Apple,Intel i5,64,1TB HDD,Nvidia RTX 2060,16.0,2560x1440,8.6,2.82,Linux,3929.09,8.3,11.29,55.0
5627,5627,Dell,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,6.5,2.69,macOS,2220.22,7.7,10.22,1029.0
5628,5628,HP,Intel i7,16,1TB SSD,Nvidia GTX 1650,14.0,1366x768,9.4,2.07,FreeDOS,1268.18,7.1,7.31,938.0
5629,5629,MSI,Intel i5,16,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,7.3,2.11,Linux,1974.79,7.6,10.72,965.0
5630,5630,MSI,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,9.5,3.15,Windows,1579.07,7.4,10.21,1038.0
5631,5631,Microsoft,AMD Ryzen 3,32,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,9.1,1.8,Windows,1270.61,7.1,10.31,1738.0
5632,5632,MSI,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,7.5,3.05,macOS,3543.13,8.2,13.27,1191.0
5633,5633,Acer,Intel i9,8,1TB HDD,Nvidia GTX 1650,14.0,3840x2160,5.5,1.61,macOS,2417.26,7.8,8.78,1956.0
5634,5634,Lenovo,AMD Ryzen 9,16,1TB HDD,Integrated,14.0,2560x1440,10.7,3.18,FreeDOS,1326.68,7.2,12.32,1763.0
5635,5635,Apple,Intel i3,16,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,9.1,3.01,Linux,1579.9,7.4,9.96,1267.0
5636,5636,Acer,AMD Ryzen 3,16,2TB SSD,Nvidia RTX 3080,16.0,1366x768,4.4,2.15,Windows,942.64,6.8,7.97,1235.0
5637,5637,Apple,Intel i7,8,2TB SSD,Integrated,13.3,3840x2160,6.8,1.42,macOS,2186.2,7.7,12.17,927.0
5638,5638,Lenovo,Intel i3,64,1TB HDD,Integrated,15.6,3840x2160,7.5,2.36,macOS,2140.63,7.7,13.3,1782.0
5639,5639,Razer,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,14.0,1366x768,11.2,1.54,macOS,1117.28,7.0,9.95,1441.0
5640,5640,Razer,Intel i9,4,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,4.7,3.17,Windows,1614.44,7.4,7.88,1870.0
5641,5641,Apple,Intel i7,32,512GB SSD,Nvidia GTX 1650,13.3,1920x1080,8.2,3.3,FreeDOS,3010.22,8.0,7.94,931.0
5642,5642,Lenovo,Intel i9,8,2TB SSD,Nvidia GTX 1650,16.0,1366x768,5.1,1.83,Windows,1538.51,7.3,10.49,1612.0
5643,5643,Apple,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,10.1,3.06,FreeDOS,2358.17,7.8,12.61,1229.0
5644,5644,Asus,Intel i9,32,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,5.0,1.32,Linux,2253.45,7.7,2.3,2185.0
5645,5645,MSI,Intel i9,4,512GB SSD,Integrated,17.3,1920x1080,9.4,3.45,macOS,1365.87,7.2,13.54,1731.0
5646,5646,Apple,AMD Ryzen 3,32,512GB SSD,Nvidia RTX 2060,15.6,2560x1440,5.7,2.66,Linux,2861.69,8.0,5.87,2196.0
5647,5647,MSI,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,8.1,2.99,Linux,1516.54,7.3,3.4,1089.0
5648,5648,Razer,AMD Ryzen 9,8,256GB SSD,AMD Radeon RX 6600,17.3,1366x768,9.6,2.12,FreeDOS,2244.48,7.7,13.8,1551.0
5649,5649,Asus,AMD Ryzen 5,16,1TB SSD,Nvidia GTX 1650,15.6,1366x768,10.7,2.99,macOS,1180.37,7.1,7.35,1327.0
5650,5650,MSI,Intel i3,64,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,4.4,2.2,macOS,3406.28,8.1,4.85,1056.0
5651,5651,MSI,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 3060,17.3,2560x1440,11.1,3.34,Windows,4362.82,8.4,9.81,1784.0
5652,5652,Apple,Intel i5,16,2TB SSD,Nvidia RTX 3080,16.0,1366x768,8.5,2.74,FreeDOS,1535.02,7.3,10.93,1318.0
5653,5653,Lenovo,AMD Ryzen 7,4,512GB SSD,Nvidia GTX 1650,17.3,1920x1080,8.2,1.98,macOS,1309.67,7.2,8.76,1579.0
5654,5654,MSI,AMD Ryzen 3,8,2TB SSD,Nvidia GTX 1650,15.6,2560x1440,5.6,3.27,macOS,1544.96,7.3,10.87,1972.0
5655,5655,Lenovo,AMD Ryzen 5,32,2TB SSD,AMD Radeon RX 6800,14.0,2560x1440,7.0,3.06,Linux,2073.26,7.6,5.4,1395.0
5656,5656,Apple,Intel i9,64,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,8.4,3.28,Windows,6559.45,8.8,10.98,1382.0
5657,5657,Microsoft,AMD Ryzen 3,8,256GB SSD,Nvidia RTX 3080,16.0,3840x2160,11.8,2.42,macOS,1549.23,7.3,10.45,1029.0
5658,5658,Microsoft,AMD Ryzen 5,4,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,11.9,2.21,FreeDOS,1081.74,7.0,5.89,1271.0
5659,5659,HP,Intel i5,8,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,4.3,2.1,Linux,909.07,6.8,6.47,894.0
5660,5660,Razer,Intel i5,16,2TB SSD,Nvidia RTX 3080,13.3,1366x768,7.5,3.18,Linux,1393.65,7.2,6.21,665.0
5661,5661,Acer,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 2060,13.3,2560x1440,10.2,3.1,Windows,2523.36,7.8,13.88,911.0
5662,5662,HP,AMD Ryzen 7,4,512GB SSD,Integrated,17.3,3840x2160,8.4,1.53,macOS,1531.18,7.3,11.53,1770.0
5663,5663,Apple,Intel i5,16,1TB SSD,Nvidia RTX 3060,15.6,1366x768,4.6,2.36,Linux,1776.52,7.5,8.94,1549.0
5664,5664,Acer,Intel i9,64,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,5.5,2.63,macOS,3870.3,8.3,15.41,1421.0
5665,5665,Lenovo,Intel i9,16,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,9.4,2.0,Windows,3397.65,8.1,8.84,1266.0
5666,5666,Apple,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 2060,16.0,3840x2160,10.4,1.61,Linux,8147.95,9.0,11.95,1093.0
5667,5667,MSI,Intel i5,16,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,10.3,1.93,Linux,1623.16,7.4,7.48,1544.0
5668,5668,Asus,Intel i5,16,2TB SSD,Nvidia GTX 1650,14.0,2560x1440,5.5,2.71,FreeDOS,1570.54,7.4,17.24,1743.0
5669,5669,Dell,AMD Ryzen 3,16,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,8.4,1.22,macOS,1408.59,7.3,11.02,1876.0
5670,5670,Asus,Intel i5,32,2TB SSD,Nvidia RTX 2060,15.6,1920x1080,7.2,3.41,FreeDOS,1895.03,7.5,8.54,1969.0
5671,5671,Apple,Intel i5,8,2TB SSD,Nvidia GTX 1650,16.0,1920x1080,7.2,2.12,FreeDOS,1569.64,7.4,15.45,1965.0
5672,5672,HP,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,7.8,1.88,Windows,6389.45,8.8,9.33,1803.0
5673,5673,Apple,AMD Ryzen 9,64,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,5.3,1.78,Linux,7435.19,8.9,6.47,1518.0
5674,5674,Apple,AMD Ryzen 7,16,2TB SSD,Nvidia RTX 3060,14.0,1920x1080,6.4,2.5,macOS,2120.38,7.7,7.61,268.0
5675,5675,Apple,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,5.2,2.05,Windows,1795.97,7.5,6.39,919.0
5676,5676,Dell,Intel i3,32,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,4.5,1.33,macOS,1866.6,7.5,8.17,796.0
5677,5677,Razer,AMD Ryzen 3,8,512GB SSD,Integrated,14.0,1366x768,5.6,2.65,Linux,762.4,6.6,12.21,1184.0
5678,5678,Asus,Intel i5,64,1TB SSD,Nvidia RTX 3080,13.3,1366x768,6.8,2.89,macOS,1859.98,7.5,14.32,1480.0
5679,5679,Dell,Intel i9,16,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,6.5,1.51,Windows,1912.49,7.6,5.0,1226.0
5680,5680,MSI,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,6.1,1.91,macOS,1266.19,7.1,10.56,1743.0
5681,5681,Asus,AMD Ryzen 9,8,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,7.4,1.37,Windows,1540.49,7.3,9.95,349.0
5682,5682,Acer,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,6.8,3.1,macOS,1912.0,7.6,10.87,1264.0
5683,5683,Apple,AMD Ryzen 7,4,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.0,1.68,macOS,1830.31,7.5,9.76,1334.0
5684,5684,HP,Intel i9,64,1TB SSD,Integrated,15.6,2560x1440,6.8,3.1,macOS,3586.02,8.2,8.87,1091.0
5685,5685,Razer,AMD Ryzen 3,8,1TB HDD,Nvidia RTX 3060,14.0,1920x1080,10.1,2.06,Linux,999.04,6.9,9.21,1623.0
5686,5686,Acer,Intel i3,32,256GB SSD,AMD Radeon RX 6800,17.3,3840x2160,7.7,2.5,Windows,2391.13,7.8,6.64,1324.0
5687,5687,MSI,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,7.6,3.35,FreeDOS,977.59,6.9,5.19,677.0
5688,5688,Razer,AMD Ryzen 7,4,1TB SSD,Integrated,14.0,1920x1080,8.6,2.56,FreeDOS,960.98,6.9,9.8,1667.0
5689,5689,MSI,Intel i3,32,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,6.2,2.63,Windows,1876.18,7.5,5.52,818.0
5690,5690,Acer,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 3080,15.6,1920x1080,4.9,2.01,Linux,1040.5,6.9,11.79,1454.0
5691,5691,Apple,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.1,3.06,Linux,1766.27,7.5,7.34,1020.0
5692,5692,Microsoft,AMD Ryzen 3,32,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,4.7,3.3,Linux,1013.29,6.9,9.1,1546.0
5693,5693,Asus,AMD Ryzen 7,16,512GB SSD,Nvidia GTX 1650,15.6,3840x2160,8.9,2.75,Windows,2835.59,8.0,10.84,907.0
5694,5694,HP,Intel i3,8,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,10.7,3.27,FreeDOS,768.38,6.6,11.29,929.0
5695,5695,MSI,AMD Ryzen 9,32,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,6.1,1.78,macOS,5722.72,8.7,7.76,1249.0
5696,5696,Dell,AMD Ryzen 7,4,1TB HDD,Nvidia RTX 3060,15.6,2560x1440,8.2,1.53,Windows,1359.84,7.2,9.32,943.0
5697,5697,Microsoft,AMD Ryzen 7,4,512GB SSD,Integrated,15.6,2560x1440,6.2,1.39,macOS,1089.48,7.0,9.41,2104.0
5698,5698,Asus,Intel i9,4,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,9.1,2.61,macOS,1593.85,7.4,11.62,152.0
5699,5699,MSI,Intel i7,32,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,8.5,1.54,macOS,4333.58,8.4,9.1,1799.0
5700,5700,Lenovo,AMD Ryzen 5,64,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,11.4,2.49,Windows,4332.35,8.4,6.25,1141.0
5701,5701,Razer,AMD Ryzen 7,32,2TB SSD,Nvidia RTX 3060,17.3,1366x768,8.0,2.51,Windows,2410.16,7.8,9.69,1060.0
5702,5702,Samsung,AMD Ryzen 3,16,512GB SSD,Nvidia GTX 1650,16.0,1366x768,9.2,2.63,Windows,958.1,6.9,9.96,1438.0
5703,5703,Acer,Intel i7,8,1TB HDD,AMD Radeon RX 6600,17.3,3840x2160,6.6,2.99,Linux,1859.76,7.5,12.3,1579.0
5704,5704,MSI,AMD Ryzen 3,32,2TB SSD,Nvidia GTX 1650,16.0,1366x768,7.9,2.6,macOS,1474.57,7.3,9.72,1217.0
5705,5705,MSI,AMD Ryzen 7,4,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,7.5,2.49,FreeDOS,1522.25,7.3,12.8,1211.0
5706,5706,Samsung,Intel i9,8,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,9.7,3.49,macOS,3092.99,8.0,8.83,1179.0
5707,5707,Acer,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,15.6,1920x1080,5.5,2.16,macOS,2201.95,7.7,12.51,1241.0
5708,5708,Microsoft,AMD Ryzen 5,8,256GB SSD,Integrated,15.6,3840x2160,8.1,3.32,macOS,1253.13,7.1,12.05,1763.0
5709,5709,Samsung,AMD Ryzen 9,64,1TB SSD,Integrated,14.0,1366x768,10.3,3.23,macOS,2167.34,7.7,4.11,1552.0
5710,5710,Asus,Intel i5,4,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,9.5,1.58,Linux,1512.5,7.3,11.39,1515.0
5711,5711,HP,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,11.5,2.46,Windows,1656.09,7.4,6.16,1507.0
5712,5712,Lenovo,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 2060,13.3,1920x1080,7.1,3.2,Linux,1747.15,7.5,9.26,637.0
5713,5713,MSI,Intel i5,32,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,11.7,3.16,FreeDOS,1755.22,7.5,6.78,1539.0
5714,5714,Microsoft,Intel i7,32,512GB SSD,Nvidia GTX 1650,17.3,2560x1440,8.6,2.95,macOS,2608.85,7.9,3.87,1548.0
5715,5715,Asus,Intel i7,8,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,5.0,1.89,macOS,2222.79,7.7,12.96,1613.0
5716,5716,Lenovo,Intel i7,32,256GB SSD,Nvidia GTX 1650,15.6,1366x768,11.9,2.83,Linux,1843.13,7.5,9.24,965.0
5717,5717,Acer,Intel i9,8,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,10.9,1.64,Windows,2171.46,7.7,5.14,1549.0
5718,5718,Asus,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 2060,17.3,2560x1440,7.9,1.61,Windows,3496.0,8.2,9.72,1234.0
5719,5719,Lenovo,Intel i7,4,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,10.6,2.12,Linux,1738.11,7.5,5.42,1627.0
5720,5720,HP,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3060,17.3,1366x768,9.3,1.75,Linux,674.5,6.5,6.19,500.0
5721,5721,HP,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.5,2.08,FreeDOS,925.49,6.8,7.68,1846.0
5722,5722,Dell,Intel i5,64,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,8.0,1.53,macOS,2044.0,7.6,12.26,831.0
5723,5723,Dell,AMD Ryzen 7,16,2TB SSD,Nvidia RTX 2060,14.0,1366x768,10.4,3.48,FreeDOS,1252.37,7.1,13.6,1699.0
